Reading isolectic sets from input file: /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008-isolectic-areas.tsv
Will write semantic map in DOT format to output files with prefix /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008
Extracted isolectic sets from 12 languages.
Proceeding to separating set size 0, 335 potentially deletable links left.
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [HEART]
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [MOOD]
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW (WIND),SOUL) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BREATHE-GHOST using the 15 neighbors of BREATHE and GHOST on connecting paths, forming 15 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [BLOW]
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [LIFE]
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [MIND]
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [SOUL]
    successful independence test, link (BREATHE,GHOST) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair MIND-PAUSE FOR BREATH using the 20 neighbors of MIND and PAUSE FOR BREATH on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MIND,PAUSE FOR BREATH) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MIND,PAUSE FOR BREATH) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MIND,PAUSE FOR BREATH) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair SCENT-SOUL using the 19 neighbors of SCENT and SOUL on connecting paths, forming 19 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [HEART]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [LIFE]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [MIND]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [MOOD]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (SCENT,SOUL) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW-GHOST using the 13 neighbors of BLOW and GHOST on connecting paths, forming 13 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW,GHOST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW,GHOST) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW,GHOST) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW,GHOST) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,GHOST) can be removed by conditioning on [SOUL]
    successful independence test, link (BLOW,GHOST) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BREATHE-DIVINE BREATH using the 16 neighbors of BREATHE and DIVINE BREATH on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [HEART]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [LIFE]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [MIND]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [SCENT]
    successful independence test, link (BREATHE,DIVINE BREATH) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-MOOD using the 14 neighbors of BLOW (WIND) and MOOD on connecting paths, forming 14 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [HEART]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW (WIND),MOOD) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair DIVINE BREATH-SUPERNATURAL BEING using the 10 neighbors of DIVINE BREATH and SUPERNATURAL BEING on connecting paths, forming 10 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,SUPERNATURAL BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (DIVINE BREATH,SUPERNATURAL BEING) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,SUPERNATURAL BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (DIVINE BREATH,SUPERNATURAL BEING) can be removed by conditioning on [MIND]
    successful independence test, link (DIVINE BREATH,SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (DIVINE BREATH,SUPERNATURAL BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-HEART using the 16 neighbors of BLOW (WIND) and HEART on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW (WIND),HEART) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BREATHE-SCENT using the 17 neighbors of BREATHE and SCENT on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,SCENT) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,SCENT) can be removed by conditioning on [BLOW]
    successful independence test, link (BREATHE,SCENT) can be removed by conditioning on [LIFE]
    successful independence test, link (BREATHE,SCENT) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BREATHE,SCENT) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW-SCENT using the 16 neighbors of BLOW and SCENT on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW,SCENT) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW,SCENT) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW,SCENT) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,SCENT) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair AIR OR WIND-LIVING BEING using the 18 neighbors of AIR OR WIND and LIVING BEING on connecting paths, forming 18 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (AIR OR WIND,LIVING BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (AIR OR WIND,LIVING BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (AIR OR WIND,LIVING BEING) can be removed by conditioning on [MIND]
    successful independence test, link (AIR OR WIND,LIVING BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (AIR OR WIND,LIVING BEING) can be removed by conditioning on [SOUL]
    successful independence test, link (AIR OR WIND,LIVING BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair AIR OR WIND-GHOST using the 17 neighbors of AIR OR WIND and GHOST on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [HEART]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [LIFE]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [MIND]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [MOOD]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [SOUL]
    successful independence test, link (AIR OR WIND,GHOST) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BREATHE-HEART using the 17 neighbors of BREATHE and HEART on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [BLOW]
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [LIFE]
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [MIND]
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BREATHE,HEART) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIFE-TAKE A REST using the 20 neighbors of LIFE and TAKE A REST on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIFE,TAKE A REST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIFE,TAKE A REST) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (LIFE,TAKE A REST) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair DIVINE BREATH-MIND using the 18 neighbors of DIVINE BREATH and MIND on connecting paths, forming 18 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [LIFE]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [SCENT]
    successful independence test, link (DIVINE BREATH,MIND) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIFE-PAUSE FOR BREATH using the 20 neighbors of LIFE and PAUSE FOR BREATH on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIFE,PAUSE FOR BREATH) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIFE,PAUSE FOR BREATH) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair LIVING BEING-SOUL using the 12 neighbors of LIVING BEING and SOUL on connecting paths, forming 12 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIVING BEING,SOUL) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIVING BEING,SOUL) can be removed by conditioning on [LIFE]
    successful independence test, link (LIVING BEING,SOUL) can be removed by conditioning on [MIND]
    successful independence test, link (LIVING BEING,SOUL) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (LIVING BEING,SOUL) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair DIVINE BREATH-VITAL FORCE using the 20 neighbors of DIVINE BREATH and VITAL FORCE on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [LIFE]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (DIVINE BREATH,VITAL FORCE) can be removed by conditioning on [SCENT]
  Attempting to separate pair BLOW (WIND)-SCENT using the 13 neighbors of BLOW (WIND) and SCENT on connecting paths, forming 13 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),SCENT) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair DIVINE BREATH-PUFF OF BREATH using the 20 neighbors of DIVINE BREATH and PUFF OF BREATH on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [LIFE]
    successful independence test, link (DIVINE BREATH,PUFF OF BREATH) can be removed by conditioning on [SCENT]
  Attempting to separate pair GHOST-MOOD using the 11 neighbors of GHOST and MOOD on connecting paths, forming 11 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [HEART]
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [LIFE]
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [MIND]
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [SOUL]
    successful independence test, link (GHOST,MOOD) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair ACT OF BREATHING-DIVINE BREATH using the 20 neighbors of ACT OF BREATHING and DIVINE BREATH on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (ACT OF BREATHING,DIVINE BREATH) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (ACT OF BREATHING,DIVINE BREATH) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (ACT OF BREATHING,DIVINE BREATH) can be removed by conditioning on [HEART]
    successful independence test, link (ACT OF BREATHING,DIVINE BREATH) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (ACT OF BREATHING,DIVINE BREATH) can be removed by conditioning on [LIFE]
    successful independence test, link (ACT OF BREATHING,DIVINE BREATH) can be removed by conditioning on [SCENT]
  Attempting to separate pair BLOW-SOUL using the 13 neighbors of BLOW and SOUL on connecting paths, forming 13 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW,SOUL) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW,SOUL) can be removed by conditioning on [BREATHE]
    successful independence test, link (BLOW,SOUL) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW,SOUL) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW,SOUL) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,SOUL) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair ACT OF BREATHING-INSPIRATION using the 20 neighbors of ACT OF BREATHING and INSPIRATION on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [HEART]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [LIFE]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [MIND]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [SCENT]
    successful independence test, link (ACT OF BREATHING,INSPIRATION) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair INSPIRATION-LIFE using the 18 neighbors of INSPIRATION and LIFE on connecting paths, forming 18 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [HEART]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [MIND]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [SCENT]
    successful independence test, link (INSPIRATION,LIFE) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair GHOST-HEART using the 14 neighbors of GHOST and HEART on connecting paths, forming 14 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (GHOST,HEART) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (GHOST,HEART) can be removed by conditioning on [LIFE]
    successful independence test, link (GHOST,HEART) can be removed by conditioning on [MIND]
    successful independence test, link (GHOST,HEART) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (GHOST,HEART) can be removed by conditioning on [SOUL]
    successful independence test, link (GHOST,HEART) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair HEART-INSPIRATION using the 14 neighbors of HEART and INSPIRATION on connecting paths, forming 14 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (HEART,INSPIRATION) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (HEART,INSPIRATION) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (HEART,INSPIRATION) can be removed by conditioning on [MIND]
    successful independence test, link (HEART,INSPIRATION) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (HEART,INSPIRATION) can be removed by conditioning on [SCENT]
    successful independence test, link (HEART,INSPIRATION) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair DIVINE BREATH-LIFE using the 16 neighbors of DIVINE BREATH and LIFE on connecting paths, forming 16 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,LIFE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,LIFE) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (DIVINE BREATH,LIFE) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,LIFE) can be removed by conditioning on [SCENT]
  Attempting to separate pair DIVINE BREATH-SCENT using the 11 neighbors of DIVINE BREATH and SCENT on connecting paths, forming 11 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,SCENT) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,SCENT) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,SCENT) can be removed by conditioning on [INSPIRATION]
  Attempting to separate pair AIR OR WIND-BLOW (WIND) using the 16 neighbors of AIR OR WIND and BLOW (WIND) on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [LIFE]
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [MIND]
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (AIR OR WIND,BLOW (WIND)) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BREATHE-SELF using the 12 neighbors of BREATHE and SELF on connecting paths, forming 12 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,SELF) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,SELF) can be removed by conditioning on [MIND]
    successful independence test, link (BREATHE,SELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BREATHE,SELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair AIR OR WIND-SUPERNATURAL BEING using the 14 neighbors of AIR OR WIND and SUPERNATURAL BEING on connecting paths, forming 14 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (AIR OR WIND,SUPERNATURAL BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (AIR OR WIND,SUPERNATURAL BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (AIR OR WIND,SUPERNATURAL BEING) can be removed by conditioning on [MIND]
    successful independence test, link (AIR OR WIND,SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (AIR OR WIND,SUPERNATURAL BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair SCENT-TAKE A REST using the 13 neighbors of SCENT and TAKE A REST on connecting paths, forming 13 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (SCENT,TAKE A REST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (SCENT,TAKE A REST) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (SCENT,TAKE A REST) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair DIVINE BREATH-INSPIRATION using the 7 neighbors of DIVINE BREATH and INSPIRATION on connecting paths, forming 7 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,INSPIRATION) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,INSPIRATION) can be removed by conditioning on [BLOW (WIND)]
  Attempting to separate pair MOOD-PRIDE using the 10 neighbors of MOOD and PRIDE on connecting paths, forming 10 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [HEART]
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [LIFE]
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [MIND]
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MOOD,PRIDE) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-INSPIRATION using the 8 neighbors of BLOW (WIND) and INSPIRATION on connecting paths, forming 8 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),INSPIRATION) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),INSPIRATION) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),INSPIRATION) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIVING BEING-PUFF OF BREATH using the 19 neighbors of LIVING BEING and PUFF OF BREATH on connecting paths, forming 19 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIVING BEING,PUFF OF BREATH) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIVING BEING,PUFF OF BREATH) can be removed by conditioning on [LIFE]
    successful independence test, link (LIVING BEING,PUFF OF BREATH) can be removed by conditioning on [MIND]
    successful independence test, link (LIVING BEING,PUFF OF BREATH) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIFE-LIVING BEING using the 16 neighbors of LIFE and LIVING BEING on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIFE,LIVING BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIFE,LIVING BEING) can be removed by conditioning on [MIND]
    successful independence test, link (LIFE,LIVING BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair MIND-SUPERNATURAL BEING using the 17 neighbors of MIND and SUPERNATURAL BEING on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MIND,SUPERNATURAL BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MIND,SUPERNATURAL BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (MIND,SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MIND,SUPERNATURAL BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair TAKE A REST-VITAL FORCE using the 19 neighbors of TAKE A REST and VITAL FORCE on connecting paths, forming 19 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (TAKE A REST,VITAL FORCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (TAKE A REST,VITAL FORCE) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (TAKE A REST,VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair INSPIRATION-VITAL FORCE using the 18 neighbors of INSPIRATION and VITAL FORCE on connecting paths, forming 18 separating set candidates
      Reduced link strength: 4.0
      Reduced link strength: 0.0
    successful independence test, link (INSPIRATION,VITAL FORCE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (INSPIRATION,VITAL FORCE) can be removed by conditioning on [MIND]
    successful independence test, link (INSPIRATION,VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (INSPIRATION,VITAL FORCE) can be removed by conditioning on [SCENT]
  Attempting to separate pair LIFE-SUPERNATURAL BEING using the 15 neighbors of LIFE and SUPERNATURAL BEING on connecting paths, forming 15 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIFE,SUPERNATURAL BEING) can be removed by conditioning on [ACT OF BREATHING]
